"","UniqueID","DATE","YEAR","SITE","PLOT","TREE","SPECIES","DBH","DA","TOP","LEAN","BOWED","DOWN","First_Year","Sampled_Years","SiteSeriesNumber","SiteSeriesTotal","NOTES","OfficeNotes"
"1000","BFY1_12_2188","7/10/2023",2023,"BFY1","12","2188","BETNEO",4.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1001","BFY1_12_2189","7/10/2023",2023,"BFY1","12","2189","BETNEO",3.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1002","BFY1_12_2190","7/10/2023",2023,"BFY1","12","2190","POPTRE",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1003","BFY1_12_2191","7/10/2023",2023,"BFY1","12","2191","POPTRE",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1004","BFY1_12_2192","7/10/2023",2023,"BFY1","12","2192","BETNEO",3.4,1,"1.75",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1005","BFY1_12_2193","7/10/2023",2023,"BFY1","12","2193","BETNEO",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1006","BFY1_12_2194","7/10/2023",2023,"BFY1","12","2194","BETNEO",5.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1007","BFY1_12_2195","7/10/2023",2023,"BFY1","12","2195","BETNEO",4.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1008","BFY1_13_2148","7/10/2023",2023,"BFY1","13","2148","BETNEO",6.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1009","BFY1_13_2149","7/10/2023",2023,"BFY1","13","2149","POPTRE",3.1,1,"-99",1,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1010","BFY1_13_2150","7/10/2023",2023,"BFY1","13","2150","BETNEO",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1011","BFY1_13_2151","7/10/2023",2023,"BFY1","13","2151","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1012","BFY1_13_2152","7/10/2023",2023,"BFY1","13","2152","BETNEO",3.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1013","BFY1_13_2153","7/10/2023",2023,"BFY1","13","2153","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1014","BFY1_13_2154","7/10/2023",2023,"BFY1","13","2154","POPTRE",4.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1015","BFY1_13_2155","7/10/2023",2023,"BFY1","13","2155","POPTRE",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1016","BFY1_13_2156","7/10/2023",2023,"BFY1","13","2156","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1017","BFY1_13_2157","7/10/2023",2023,"BFY1","13","2157","BETNEO",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1018","BFY1_13_2158","7/10/2023",2023,"BFY1","13","2158","BETNEO",4.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1019","BFY1_13_2159","7/10/2023",2023,"BFY1","13","2159","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1020","BFY1_13_2160","7/10/2023",2023,"BFY1","13","2160","BETNEO",3.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1021","BFY1_13_2161","7/10/2023",2023,"BFY1","13","2161","PICGLA",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1022","BFY1_13_2162","7/10/2023",2023,"BFY1","13","2162","BETNEO",3.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1023","BFY1_13_2163","7/10/2023",2023,"BFY1","13","2163","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1024","BFY1_14_847","7/10/2023",2023,"BFY1","14","847","POPTRE",3.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1025","BFY1_14_2101","7/10/2023",2023,"BFY1","14","2101","POPTRE",4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1026","BFY1_14_2102","7/10/2023",2023,"BFY1","14","2102","POPTRE",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1027","BFY1_14_2103","7/10/2023",2023,"BFY1","14","2103","POPTRE",4.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1028","BFY1_14_2104","7/10/2023",2023,"BFY1","14","2104","BETNEO",2.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1029","BFY1_14_2105","7/10/2023",2023,"BFY1","14","2105","POPTRE",3.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1030","BFY1_14_2106","7/10/2023",2023,"BFY1","14","2106","POPTRE",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1031","BFY1_14_2107","7/10/2023",2023,"BFY1","14","2107","BETNEO",3.3,1,"1.5",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1032","BFY1_14_2108","7/10/2023",2023,"BFY1","14","2108","POPTRE",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1033","BFY1_14_2109","7/10/2023",2023,"BFY1","14","2109","POPTRE",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1034","BFY1_14_2110","7/10/2023",2023,"BFY1","14","2110","POPTRE",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1035","BFY1_14_2111","7/10/2023",2023,"BFY1","14","2111","POPTRE",3.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1036","BFY1_14_2112","7/10/2023",2023,"BFY1","14","2112","POPTRE",3.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"Wrapped around dead tree ",""
"1037","BFY1_14_2113","7/10/2023",2023,"BFY1","14","2113","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1038","BFY1_14_2114","7/10/2023",2023,"BFY1","14","2114","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1039","BFY1_14_2115","7/10/2023",2023,"BFY1","14","2115","POPTRE",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1040","BFY1_14_2116","7/10/2023",2023,"BFY1","14","2116","POPTRE",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1041","BFY1_14_2117","7/10/2023",2023,"BFY1","14","2117","BETNEO",4.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1042","BFY1_14_2118","7/10/2023",2023,"BFY1","14","2118","BETNEO",4.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1043","BFY1_14_2119","7/10/2023",2023,"BFY1","14","2119","BETNEO",4.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1044","BFY1_14_2120","7/10/2023",2023,"BFY1","14","2120","BETNEO",3.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1045","BFY1_14_2121","7/10/2023",2023,"BFY1","14","2121","BETNEO",4.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1046","BFY1_14_2122","7/10/2023",2023,"BFY1","14","2122","POPTRE",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1047","BFY1_14_2123","7/10/2023",2023,"BFY1","14","2123","POPTRE",3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1048","BFY1_14_2124","7/10/2023",2023,"BFY1","14","2124","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1049","BFY1_14_2125","7/10/2023",2023,"BFY1","14","2125","BETNEO",4.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1050","BFY1_14_2126","7/10/2023",2023,"BFY1","14","2126","POPTRE",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1051","BFY1_14_2127","7/10/2023",2023,"BFY1","14","2127","POPTRE",3.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1052","BFY1_14_2128","7/10/2023",2023,"BFY1","14","2128","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1053","BFY1_14_2129","7/10/2023",2023,"BFY1","14","2129","BETNEO",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1054","BFY1_14_2130","7/10/2023",2023,"BFY1","14","2130","BETNEO",3.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1055","BFY1_14_2131","7/10/2023",2023,"BFY1","14","2131","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1056","BFY1_14_2132","7/10/2023",2023,"BFY1","14","2132","BETNEO",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1057","BFY1_14_2133","7/10/2023",2023,"BFY1","14","2133","BETNEO",3.4,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1058","BFY1_14_2134","7/10/2023",2023,"BFY1","14","2134","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1059","BFY1_14_2135","7/10/2023",2023,"BFY1","14","2135","BETNEO",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1060","BFY1_14_2136","7/10/2023",2023,"BFY1","14","2136","POPTRE",2.9,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1061","BFY1_14_2137","7/10/2023",2023,"BFY1","14","2137","BETNEO",4.3,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1062","BFY1_14_2138","7/10/2023",2023,"BFY1","14","2138","POPTRE",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1063","BFY1_14_2139","7/10/2023",2023,"BFY1","14","2139","POPTRE",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1064","BFY1_14_2140","7/10/2023",2023,"BFY1","14","2140","POPTRE",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1065","BFY1_14_2141","7/10/2023",2023,"BFY1","14","2141","POPTRE",3.1,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1066","BFY1_14_2142","7/10/2023",2023,"BFY1","14","2142","POPTRE",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1067","BFY1_14_2143","7/10/2023",2023,"BFY1","14","2143","BETNEO",2.5,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1068","BFY1_14_2144","7/10/2023",2023,"BFY1","14","2144","BETNEO",2.7,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1069","BFY1_14_2145","7/10/2023",2023,"BFY1","14","2145","POPTRE",2.6,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"Nearly dying",""
"1070","BFY1_14_2146","7/10/2023",2023,"BFY1","14","2146","PICGLA",2.8,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1071","BFY1_14_2147","7/10/2023",2023,"BFY1","14","2147","BETNEO",4.2,1,"-99",0,1,"1",2014,"2014, 2018, 2023",3,3,"",""
"1072","BFY10_2_2268","7/10/2023",2023,"BFY10","2","2268","BETNEO",3.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1073","BFY10_2_2269","7/10/2023",2023,"BFY10","2","2269","BETNEO",2.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1074","BFY10_2_2270","7/10/2023",2023,"BFY10","2","2270","BETNEO",3.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1075","BFY10_2_2271","7/10/2023",2023,"BFY10","2","2271","BETNEO",3,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1076","BFY10_2_2272","7/10/2023",2023,"BFY10","2","2272","PICGLA",3.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1077","BFY10_2_2273","7/10/2023",2023,"BFY10","2","2273","BETNEO",3.9,1,"2.5",0,1,"1",2018,"2018, 2023",2,2,"",""
"1078","BFY10_3_2274","7/10/2023",2023,"BFY10","3","2274","POPTRE",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1079","BFY10_3_2275","7/10/2023",2023,"BFY10","3","2275","BETNEO",2.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1080","BFY10_3_2276","7/10/2023",2023,"BFY10","3","2276","BETNEO",3.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1081","BFY10_3_2277","7/10/2023",2023,"BFY10","3","2277","BETNEO",3.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1082","BFY10_3_2278","7/10/2023",2023,"BFY10","3","2278","BETNEO",2.8,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1083","BFY10_3_2279","7/10/2023",2023,"BFY10","3","2279","BETNEO",3.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1084","BFY10_3_2280","7/10/2023",2023,"BFY10","3","2280","BETNEO",2.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1085","BFY10_3_2281","7/10/2023",2023,"BFY10","3","2281","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1086","BFY10_3_2282","7/10/2023",2023,"BFY10","3","2282","BETNEO",2.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1087","BFY10_3_2283","7/10/2023",2023,"BFY10","3","2283","BETNEO",3.4,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1088","BFY10_3_2284","7/10/2023",2023,"BFY10","3","2284","BETNEO",3.7,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1089","BFY10_3_2285","7/10/2023",2023,"BFY10","3","2285","POPTRE",2.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1090","BFY10_4_2286","7/10/2023",2023,"BFY10","4","2286","BETNEO",3.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1091","BFY10_4_2287","7/10/2023",2023,"BFY10","4","2287","BETNEO",3.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1092","BFY10_4_2288","7/10/2023",2023,"BFY10","4","2288","BETNEO",5.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1093","BFY10_4_2289","7/10/2023",2023,"BFY10","4","2289","BETNEO",2.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1094","BFY10_4_2290","7/10/2023",2023,"BFY10","4","2290","BETNEO",2.7,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1095","BFY10_4_2291","7/10/2023",2023,"BFY10","4","2291","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1096","BFY10_4_2292","7/10/2023",2023,"BFY10","4","2292","BETNEO",2.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1097","BFY10_4_2293","7/10/2023",2023,"BFY10","4","2293","BETNEO",2.7,1,"1.75",0,1,"1",2018,"2018, 2023",2,2,"in plot 3",""
"1098","BFY10_6_2294","7/10/2023",2023,"BFY10","6","2294","BETNEO",3.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1099","BFY10_6_2295","7/10/2023",2023,"BFY10","6","2295","PICGLA",3.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1100","BFY10_6_2296","7/10/2023",2023,"BFY10","6","2296","PICGLA",2.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1101","BFY10_6_2297","7/10/2023",2023,"BFY10","6","2297","BETNEO",6.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1102","BFY10_6_2298","7/10/2023",2023,"BFY10","6","2298","BETNEO",2.7,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1103","BFY10_6_2299","7/10/2023",2023,"BFY10","6","2299","POPTRE",2.8,1,"1.5",0,1,"1",2018,"2018, 2023",2,2,"doesn't look like it will survive",""
"1104","BFY10_6_2300","7/10/2023",2023,"BFY10","6","2300","POPTRE",2.5,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1105","BFY10_6_2351","7/10/2023",2023,"BFY10","6","2351","BETNEO",3.4,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1106","BFY10_6_2352","7/10/2023",2023,"BFY10","6","2352","PICGLA",3.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1107","BFY10_6_2353","7/10/2023",2023,"BFY10","6","2353","BETNEO",3.4,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1108","BFY10_6_2354","7/10/2023",2023,"BFY10","6","2354","BETNEO",3.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1109","BFY10_6_2355","7/10/2023",2023,"BFY10","6","2355","POPTRE",2.6,1,"1.6",0,1,"1",2018,"2018, 2023",2,2,"",""
"1110","BFY10_6_2356","7/10/2023",2023,"BFY10","6","2356","BETNEO",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1111","BFY10_6_2357","7/10/2023",2023,"BFY10","6","2357","BETNEO",2.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1112","BFY10_6_2358","7/10/2023",2023,"BFY10","6","2358","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1113","BFY10_6_2359","7/10/2023",2023,"BFY10","6","2359","PICGLA",2.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1114","BFY10_6_2360","7/10/2023",2023,"BFY10","6","2360","BETNEO",2.8,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1115","BFY10_6_2361","7/10/2023",2023,"BFY10","6","2361","BETNEO",3,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1116","BFY10_7_2330","7/10/2023",2023,"BFY10","7","2330","BETNEO",4.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1117","BFY10_7_2331","7/10/2023",2023,"BFY10","7","2331","BETNEO",4.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1118","BFY10_7_2332","7/10/2023",2023,"BFY10","7","2332","BETNEO",5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1119","BFY10_7_2333","7/10/2023",2023,"BFY10","7","2333","BETNEO",4.3,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1120","BFY10_7_2334","7/10/2023",2023,"BFY10","7","2334","BETNEO",3.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1121","BFY10_7_2335","7/10/2023",2023,"BFY10","7","2335","BETNEO",2.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1122","BFY10_7_2336","7/10/2023",2023,"BFY10","7","2336","BETNEO",4.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1123","BFY10_7_2337","7/10/2023",2023,"BFY10","7","2337","POPTRE",3.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1124","BFY10_7_2338","7/10/2023",2023,"BFY10","7","2338","BETNEO",3.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1125","BFY10_7_2339","7/10/2023",2023,"BFY10","7","2339","PICGLA",4.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1126","BFY10_7_2340","7/10/2023",2023,"BFY10","7","2340","POPTRE",2.7,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1127","BFY10_7_2341","7/10/2023",2023,"BFY10","7","2341","POPTRE",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1128","BFY10_7_2342","7/10/2023",2023,"BFY10","7","2342","POPTRE",2.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1129","BFY10_7_2343","7/10/2023",2023,"BFY10","7","2343","POPTRE",3.3,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1130","BFY10_7_2344","7/10/2023",2023,"BFY10","7","2344","POPTRE",3.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1131","BFY10_7_2345","7/10/2023",2023,"BFY10","7","2345","BETNEO",4.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1132","BFY10_7_2346","7/10/2023",2023,"BFY10","7","2346","BETNEO",3.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1133","BFY10_7_2347","7/10/2023",2023,"BFY10","7","2347","BETNEO",6.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1134","BFY10_7_2348","7/10/2023",2023,"BFY10","7","2348","BETNEO",4.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1135","BFY10_7_2349","7/10/2023",2023,"BFY10","7","2349","BETNEO",4.6,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1136","BFY10_7_2350","7/10/2023",2023,"BFY10","7","2350","BETNEO",5.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"Near plot stake 13",""
"1137","BFY10_8_2324","7/10/2023",2023,"BFY10","8","2324","BETNEO",4.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1138","BFY10_8_2325","7/10/2023",2023,"BFY10","8","2325","BETNEO",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1139","BFY10_8_2326","7/10/2023",2023,"BFY10","8","2326","BETNEO",3.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1140","BFY10_8_2327","7/10/2023",2023,"BFY10","8","2327","BETNEO",3.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1141","BFY10_8_2328","7/10/2023",2023,"BFY10","8","2328","BETNEO",4.2,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1142","BFY10_8_2329","7/10/2023",2023,"BFY10","8","2329","POPTRE",2.7,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1143","BFY10_11_2452","7/10/2023",2023,"BFY10","11","2452","BETNEO",2.6,1,"1.75",0,1,"1",2018,"2018, 2023",2,2,"",""
"1144","BFY10_11_2453","7/10/2023",2023,"BFY10","11","2453","BETNEO",3.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1145","BFY10_11_2454","7/10/2023",2023,"BFY10","11","2454","BETNEO",5.3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1146","BFY10_11_2455","7/10/2023",2023,"BFY10","11","2455","BETNEO",3.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1147","BFY10_11_2456","7/10/2023",2023,"BFY10","11","2456","BETNEO",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1148","BFY10_11_2457","7/10/2023",2023,"BFY10","11","2457","BETNEO",2.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1149","BFY10_11_2458","7/10/2023",2023,"BFY10","11","2458","BETNEO",4.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1150","BFY10_11_2459","7/10/2023",2023,"BFY10","11","2459","BETNEO",3.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1151","BFY10_11_2460","7/10/2023",2023,"BFY10","11","2460","BETNEO",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1152","BFY10_11_2461","7/10/2023",2023,"BFY10","11","2461","BETNEO",2.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1153","BFY10_12_2442","7/10/2023",2023,"BFY10","12","2442","BETNEO",4.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1154","BFY10_12_2443","7/10/2023",2023,"BFY10","12","2443","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1155","BFY10_12_2444","7/10/2023",2023,"BFY10","12","2444","BETNEO",4.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1156","BFY10_12_2445","7/10/2023",2023,"BFY10","12","2445","BETNEO",5.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1157","BFY10_12_2446","7/10/2023",2023,"BFY10","12","2446","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1158","BFY10_12_2447","7/10/2023",2023,"BFY10","12","2447","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1159","BFY10_12_2448","7/10/2023",2023,"BFY10","12","2448","BETNEO",2.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1160","BFY10_12_2449","7/10/2023",2023,"BFY10","12","2449","PICGLA",2.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1161","BFY10_12_2450","7/10/2023",2023,"BFY10","12","2450","BETNEO",3.8,1,"1.5",0,1,"1",2018,"2018, 2023",2,2,"",""
"1162","BFY10_12_2451","7/10/2023",2023,"BFY10","12","2451","BETNEO",3,1,"2",0,1,"1",2018,"2018, 2023",2,2,"",""
"1163","BFY10_13_2420","7/10/2023",2023,"BFY10","13","2420","BETNEO",4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1164","BFY10_13_2421","7/10/2023",2023,"BFY10","13","2421","PICGLA",3,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1165","BFY10_13_2422","7/10/2023",2023,"BFY10","13","2422","BETNEO",6.4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1166","BFY10_13_2423","7/10/2023",2023,"BFY10","13","2423","BETNEO",3.1,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1167","BFY10_13_2424","7/10/2023",2023,"BFY10","13","2424","BETNEO",4.5,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1168","BFY10_13_2425","7/10/2023",2023,"BFY10","13","2425","BETNEO",3.9,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1169","BFY10_13_2426","7/10/2023",2023,"BFY10","13","2426","BETNEO",4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1170","BFY10_13_2427","7/10/2023",2023,"BFY10","13","2427","BETNEO",3.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1171","BFY10_13_2428","7/10/2023",2023,"BFY10","13","2428","BETNEO",2.8,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1172","BFY10_13_2429","7/10/2023",2023,"BFY10","13","2429","BETNEO",3.2,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1173","BFY10_13_2430","7/10/2023",2023,"BFY10","13","2430","BETNEO",3.6,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
"1174","BFY10_13_2431","7/10/2023",2023,"BFY10","13","2431","POPTRE",2.6,1,"1.75",0,1,"1",2018,"2018, 2023",2,2,"",""
"1175","BFY10_13_2432","7/10/2023",2023,"BFY10","13","2432","BETNEO",4,1,"-99",0,1,"1",2018,"2018, 2023",2,2,"",""
