UniqueID,DATE,DATE (new),SITE,PLOT,TREE,NEW TREE TAG,SPECIES,DBH,New DBH,DA,TOP,LEAN,BOWED,DOWN,New Notes,NOTES,Office Notes,DAMAGE,LOCATION,SEVERITY,,,,,,,,,
DCY1714_600,6/20/2018,6/26/2024,DCY17,14,600,,POPTRE,3,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_714,6/20/2018,6/26/2024,DCY17,14,714,,POPTRE,2.5,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_715,6/20/2018,6/26/2024,DCY17,14,715,,POPTRE,2.6,3,1,-99,0,1,1,"tangled with 516,17,18",,,,,,,,,,,,,,
DCY1714_716,6/20/2018,6/26/2024,DCY17,14,716,,POPTRE,2.5,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_717,6/20/2018,6/26/2024,DCY17,14,717,,POPTRE,2.5,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_718,6/20/2018,6/26/2024,DCY17,14,718,,POPTRE,2.6,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_719,6/20/2018,6/26/2024,DCY17,14,719,,POPTRE,2.6,-7777,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_720,6/20/2018,6/26/2024,DCY17,14,720,,POPTRE,2.9,-8888,1,-99,0,1,1,cannot find,,,,,,,,,,,,,,
DCY1714_721,6/20/2018,6/26/2024,DCY17,14,721,,POPTRE,3,3.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_722,6/20/2018,6/26/2024,DCY17,14,722,,POPTRE,2.7,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_723,6/20/2018,6/26/2024,DCY17,14,723,,POPTRE,2.6,3.1,1,-99,0,1,1,,,,canker,,,,,,,,,,,
DCY1714_724,6/20/2018,6/26/2024,DCY17,14,724,,POPTRE,2.7,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_725,6/20/2018,6/26/2024,DCY17,14,725,,POPTRE,2.5,3,1,-99,0,1,1,attached to 96 at base: 4.6 dbh,,,,,,,,,,,,,,
DCY1714_726,6/20/2018,6/26/2024,DCY17,14,726,,POPTRE,2.8,3.3,1,-99,1,1,1,,,,,,,,,,,,,,,
DCY1714_1236,6/20/2018,6/26/2024,DCY17,14,1236,,POPTRE,2.7,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1237,6/20/2018,6/26/2024,DCY17,14,1237,,POPTRE,2.9,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1238,6/20/2018,6/26/2024,DCY17,14,1238,,POPTRE,2.8,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1239,6/20/2018,6/26/2024,DCY17,14,1239,,POPTRE,2.5,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1240,6/20/2018,6/26/2024,DCY17,14,1240,,POPTRE,3.6,5.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1241,6/20/2018,6/26/2024,DCY17,14,1241,,POPTRE,2.9,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1242,6/20/2018,6/26/2024,DCY17,14,1242,,POPTRE,2.7,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1243,6/20/2018,6/26/2024,DCY17,14,1243,,POPTRE,3.3,4.6,1,-99,0,1,1,Measured above lesion,,,,,,,,,,,,,,
DCY1714_1244,6/20/2018,6/26/2024,DCY17,14,1244,,POPTRE,2.6,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1245,6/20/2018,6/26/2024,DCY17,14,1245,,POPTRE,2.8,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1246,6/20/2018,6/26/2024,DCY17,14,1246,,POPTRE,3,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1247,6/20/2018,6/26/2024,DCY17,14,1247,,POPTRE,2.8,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_1248,6/20/2018,6/26/2024,DCY17,14,1248,,POPTRE,2.9,3.5,1,-99,1,1,1,,,,,,,,,,,,,,,
DCY1714_2447,,6/26/2024,DCY17,14,2447,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2448,,6/26/2024,DCY17,14,2448,,POPTRE,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2449,,6/26/2024,DCY17,14,2449,,POPTRE ,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2450,,6/26/2024,DCY17,14,2450,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2451,,6/26/2024,DCY17,14,2451,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2452,,6/26/2024,DCY17,14,2452,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2453,,6/26/2024,DCY17,14,2453,,POPTRE,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2454,,6/26/2024,DCY17,14,2454,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2455,,6/26/2024,DCY17,14,2455,,POPTRE ,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2456,,6/26/2024,DCY17,14,2456,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2457,,6/26/2024,DCY17,14,2457,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2458,,6/26/2024,DCY17,14,2458,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2459,,6/26/2024,DCY17,14,2459,,POPTRE ,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2460,,6/26/2024,DCY17,14,2460,,POPTRE ,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2461,,6/26/2024,DCY17,14,2461,,POPTRE ,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2462,,6/26/2024,DCY17,14,2462,,POPTRE ,,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2463,,6/26/2024,DCY17,14,2463,,POPTRE ,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2464,,6/26/2024,DCY17,14,2464,,POPTRE ,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2465,,6/26/2024,DCY17,14,2465,,POPTRE ,,2.9,1,-99,0,1,1,,,,canker,,,,,,,,,,,
DCY1714_2466,,6/26/2024,DCY17,14,2466,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2467,,6/26/2024,DCY17,14,2467,,POPTRE ,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2468,,6/26/2024,DCY17,14,2468,,POPTRE ,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2469,,6/26/2024,DCY17,14,2469,,POPTRE ,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2470,,6/26/2024,DCY17,14,2470,,POPTRE ,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2471,,6/26/2024,DCY17,14,2471,,POPTRE ,,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2472,,6/26/2024,DCY17,14,2472,,POPTRE ,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2473,,6/26/2024,DCY17,14,2473,,POPTRE ,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2474,,6/26/2024,DCY17,14,2474,,POPTRE ,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY1714_2475,,7/25/2024,DCY17,14,2475,,POPTRE ,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_121,6/19/2018,7/28/2024,DCY3,1,121,,POPTRE,4,6.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_122,6/19/2018,7/28/2024,DCY3,1,122,,POPTRE,6.1,8.7,1,-99,0,1,1,girdled,,,,,,,,,,,,,,
DCY31_123,6/19/2018,7/28/2024,DCY3,1,123,,POPTRE,5.9,8.2,1,-99,0,1,1,Girdled,,,,,,,,,,,,,,
DCY31_124,6/19/2018,7/28/2024,DCY3,1,124,,POPTRE,6.4,9.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_125,6/19/2018,7/28/2024,DCY3,1,125,,POPTRE,4,5.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_126,6/19/2018,7/28/2024,DCY3,1,126,,POPTRE,4,5.5,1,-99,0,1,1,girdled,,,,,,,,,,,,,,
DCY31_127,6/19/2018,7/28/2024,DCY3,1,127,,POPTRE,3.8,5.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_128,6/19/2018,7/28/2024,DCY3,1,128,,POPTRE,3.3,4.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_129,6/19/2018,7/28/2024,DCY3,1,129,,POPTRE,3.5,4.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_130,6/19/2018,7/28/2024,DCY3,1,130,,POPTRE,3.6,5.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_131,6/19/2018,7/28/2024,DCY3,1,131,,POPTRE,3.3,4.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_132,6/19/2018,7/28/2024,DCY3,1,132,,POPTRE,4.5,5.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_133,6/19/2018,7/28/2024,DCY3,1,133,,POPTRE,4.8,6.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_134,6/19/2018,7/28/2024,DCY3,1,134,,POPTRE,4.3,6.6,1,-99,0,1,1,girdled,,,,,,,,,,,,,,
DCY31_135,6/19/2018,7/28/2024,DCY3,1,135,,POPTRE,4.6,7.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_136,6/19/2018,7/28/2024,DCY3,1,136,,POPTRE,3.4,4.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_137,6/19/2018,7/28/2024,DCY3,1,137,,POPTRE,3.6,-8888,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_138,6/19/2018,7/28/2024,DCY3,1,138,,POPTRE,3.7,4.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_139,6/19/2018,7/28/2024,DCY3,1,139,,POPTRE,5,6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_140,6/19/2018,7/28/2024,DCY3,1,140,,POPTRE,4.3,5.6,1,-99,0,1,1,girdled,,,,,,,,,,,,,,
DCY31_141,6/19/2018,7/28/2024,DCY3,1,141,,POPTRE,3.1,4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_142,6/19/2018,7/28/2024,DCY3,1,142,,POPTRE,3.8,4.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_143,6/19/2018,7/28/2024,DCY3,1,143,,POPTRE,3.8,5.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_144,6/19/2018,7/28/2024,DCY3,1,144,,POPTRE,4.1,5.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_145,6/19/2018,7/28/2024,DCY3,1,145,,POPTRE,4.3,6.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_320,6/19/2018,7/28/2024,DCY3,1,320,,POPTRE,2.5,3.8,1,-99,0,1,1,out of plot,,,,,,,,,,,,,,
DCY31_321,6/19/2018,7/28/2024,DCY3,1,321,,POPTRE,2.8,4.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_322,6/19/2018,7/28/2024,DCY3,1,322,,POPTRE,2.5,4.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_323,6/19/2018,7/28/2024,DCY3,1,323,,POPTRE,2.8,3.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_324,6/19/2018,7/28/2024,DCY3,1,324,,POPTRE,2.6,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_325,6/19/2018,7/28/2024,DCY3,1,325,,POPTRE,2.9,3.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_326,6/19/2018,7/28/2024,DCY3,1,326,,POPTRE,2.5,3.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_327,6/19/2018,7/28/2024,DCY3,1,327,,POPTRE,2.5,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_328,6/19/2018,7/28/2024,DCY3,1,328,,POPTRE,2.8,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_329,6/19/2018,7/28/2024,DCY3,1,329,,POPTRE,2.5,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_330,6/19/2018,7/28/2024,DCY3,1,330,,POPTRE,3.5,5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_331,6/19/2018,7/28/2024,DCY3,1,331,,POPTRE,3.1,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_332,6/19/2018,7/28/2024,DCY3,1,332,,POPTRE,3,3.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_333,6/19/2018,7/28/2024,DCY3,1,333,,POPTRE,3.3,4.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_334,6/19/2018,7/28/2024,DCY3,1,334,,POPTRE,3.3,4.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_335,6/19/2018,7/28/2024,DCY3,1,335,,POPTRE,2.7,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_336,6/19/2018,7/28/2024,DCY3,1,336,,POPTRE,2.9,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_337,6/19/2018,7/28/2024,DCY3,1,337,,POPTRE,3.1,4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_338,6/19/2018,7/28/2024,DCY3,1,338,,POPTRE,2.8,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_339,6/19/2018,7/28/2024,DCY3,1,339,,POPTRE,3,3.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_340,6/19/2018,7/28/2024,DCY3,1,340,,POPTRE,2.8,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_341,6/19/2018,7/28/2024,DCY3,1,341,,POPTRE,2.8,3.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_342,6/19/2018,7/28/2024,DCY3,1,342,,POPTRE,2.8,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_343,6/19/2018,7/28/2024,DCY3,1,343,,POPTRE,3.1,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_344,6/19/2018,7/28/2024,DCY3,1,344,,POPTRE,2.5,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_345,6/19/2018,7/28/2024,DCY3,1,345,,POPTRE,3,3.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_346,6/19/2018,7/28/2024,DCY3,1,346,,POPTRE,2.5,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_348,6/19/2018,7/28/2024,DCY3,1,348,,POPTRE,2.8,3.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_349,6/19/2018,7/28/2024,DCY3,1,349,,POPTRE,3.2,4.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_624,6/19/2018,7/28/2024,DCY3,1,624,,POPTRE,2.5,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_625,6/19/2018,7/28/2024,DCY3,1,625,,POPTRE,2.7,3.3,1,-99,0,1,1,in plot 2,,,,,,,,,,,,,,
DCY31_626,6/19/2018,7/28/2024,DCY3,1,626,,POPTRE,2.7,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_627,6/19/2018,7/28/2024,DCY3,1,627,,POPTRE,2.5,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_628,6/19/2018,7/28/2024,DCY3,1,628,,POPTRE,3,4.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_629,6/19/2018,7/28/2024,DCY3,1,629,,POPTRE,2.6,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_630,6/19/2018,7/28/2024,DCY3,1,630,,POPTRE,2.6,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_631,6/19/2018,7/28/2024,DCY3,1,631,,POPTRE,2.9,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_632,6/19/2018,7/28/2024,DCY3,1,632,,POPTRE,2.7,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_633,6/19/2018,7/28/2024,DCY3,1,633,,POPTRE,2.8,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_634,6/19/2018,7/28/2024,DCY3,1,634,,POPTRE,2.8,3.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_635,6/19/2018,7/28/2024,DCY3,1,635,,POPTRE,2.9,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_636,6/19/2018,7/28/2024,DCY3,1,636,,POPTRE,3.3,4.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_637,6/19/2018,7/28/2024,DCY3,1,637,,POPTRE,2.8,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_638,6/19/2018,7/28/2024,DCY3,1,638,,POPTRE,2.5,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2095,,7/28/2024,DCY3,1,2095,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2096,,7/28/2024,DCY3,1,2096,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2097,,7/28/2024,DCY3,1,2097,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2098,,7/28/2024,DCY3,1,2098,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2099,,7/28/2024,DCY3,1,2099,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2100,,7/28/2024,DCY3,1,2100,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2101,,7/28/2024,DCY3,1,2101,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2102,,7/28/2024,DCY3,1,2102,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2103,,7/28/2024,DCY3,1,2103,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2104,,7/28/2024,DCY3,1,2104,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2105,,7/28/2024,DCY3,1,2105,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2106,,7/28/2024,DCY3,1,2106,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2107,,7/28/2024,DCY3,1,2107,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2108,,7/28/2024,DCY3,1,2108,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2109,,7/28/2024,DCY3,1,2109,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2110,,7/28/2024,DCY3,1,2110,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2111,,7/28/2024,DCY3,1,2111,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2112,,7/28/2024,DCY3,1,2112,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2113,,7/28/2024,DCY3,1,2113,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2114,,7/28/2024,DCY3,1,2114,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2115,,7/28/2024,DCY3,1,2115,,POPTRE,,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2116,,7/28/2024,DCY3,1,2116,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2117,,7/28/2024,DCY3,1,2117,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2118,,7/28/2024,DCY3,1,2118,,POPTRE,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2119,,7/28/2024,DCY3,1,2119,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2120,,7/28/2024,DCY3,1,2120,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2121,,7/28/2024,DCY3,1,2121,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2122,,7/28/2024,DCY3,1,2122,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2123,,7/28/2024,DCY3,1,2123,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY31_2124,,7/28/2024,DCY3,1,2124,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_146,6/19/2018,7/28/2024,DCY3,2,146,,POPTRE,3.8,5.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_147,6/19/2018,7/28/2024,DCY3,2,147,,POPTRE,3.4,4.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_148,6/19/2018,7/28/2024,DCY3,2,148,,POPTRE,3.4,4.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_149,6/19/2018,7/28/2024,DCY3,2,149,,POPTRE,3.7,5.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_350,6/19/2018,7/28/2024,DCY3,2,350,,POPTRE,2.6,3.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_351,6/19/2018,7/28/2024,DCY3,2,351,,POPTRE,3.1,4.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_352,6/19/2018,7/28/2024,DCY3,2,352,,POPTRE,3.5,4.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_353,6/19/2018,7/28/2024,DCY3,2,353,,POPTRE,2.8,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_354,6/19/2018,7/28/2024,DCY3,2,354,,POPTRE,2.5,3.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_355,6/19/2018,7/28/2024,DCY3,2,355,,POPTRE,3,5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_356,6/19/2018,7/28/2024,DCY3,2,356,,POPTRE,3,4.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_357,6/19/2018,7/28/2024,DCY3,2,357,,POPTRE,2.8,4.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_358,6/19/2018,7/28/2024,DCY3,2,358,,POPTRE,2.5,3.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_639,6/19/2018,7/28/2024,DCY3,2,639,,POPTRE,3,3.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_640,6/19/2018,7/28/2024,DCY3,2,640,,POPTRE,2.5,3.3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_641,6/19/2018,7/28/2024,DCY3,2,641,,POPTRE,2.6,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_642,6/19/2018,7/28/2024,DCY3,2,642,,POPTRE,2.9,3.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_643,6/19/2018,7/28/2024,DCY3,2,643,,POPTRE,2.6,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_644,6/19/2018,7/28/2024,DCY3,2,644,,POPTRE,2.9,4.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_645,6/19/2018,7/28/2024,DCY3,2,645,,POPTRE,2.8,4.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_646,6/19/2018,7/28/2024,DCY3,2,646,,POPTRE,2.6,4.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2057,,7/28/2024,DCY3,2,2057,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2058,,7/28/2024,DCY3,2,2058,,POPTRE,,2.9,1,-99,0,1,1,same base as 640,,,,,,,,,,,,,,
DCY32_2059,,7/28/2024,DCY3,2,2059,,POPTRE,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2060,,7/28/2024,DCY3,2,2060,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2061,,7/28/2024,DCY3,2,2061,,POPTRE,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2062,,7/28/2024,DCY3,2,2062,,POPTRE,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2063,,7/28/2024,DCY3,2,2063,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2064,,7/28/2024,DCY3,2,2064,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2065,,7/28/2024,DCY3,2,2065,,POPTRE,,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2066,,7/28/2024,DCY3,2,2066,,POPTRE,,3.4,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2067,,7/28/2024,DCY3,2,2067,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2068,,7/28/2024,DCY3,2,2068,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2069,,7/28/2024,DCY3,2,2069,,POPTRE,,3,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2070,,7/28/2024,DCY3,2,2070,,POPTRE,,3.1,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2071,,7/28/2024,DCY3,2,2071,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2072,,7/28/2024,DCY3,2,2072,,POPTRE,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2073,,7/28/2024,DCY3,2,2073,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2074,,7/28/2024,DCY3,2,2074,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2075,,7/28/2024,DCY3,2,2075,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2076,,7/28/2024,DCY3,2,2076,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2077,,7/28/2024,DCY3,2,2077,,POPTRE,,2.5,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2078,,7/28/2024,DCY3,2,2078,,POPTRE,,2.6,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2079,,7/28/2024,DCY3,2,2079,,POPTRE,,2.9,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2080,,7/28/2024,DCY3,2,2080,,POPTRE,,3.2,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2081,,7/28/2024,DCY3,2,2081,,POPTRE,,2.7,1,-99,0,1,1,,,,,,,,,,,,,,,
DCY32_2082,,7/28/2024,DCY3,2,2082,,POPTRE,,2.8,1,-99,0,1,1,,,,,,,,,,,,,,,
