Date,Fire Name,Site Name,Observers,Weather,Cohort #,Species,Tree #,Ht of Core (cm),DCH (cm),DBH (cm),Cookie/Core?,Condition of Core,Fire Scar?,Times Counted?,Age 1,Age 2,Age 3,Avg,Feild Notes,Counting Notes,Age Notes
8/31/11,Gerstle River,GR-1,BC,overcast,2,BENE,1,30,29.8,22.3,core,good,no,2,59,60,,59.5,,weird scar at the beginning,
8/31/11,Gerstle River,GR-1,BC,overcast,2,BENE,2,30,29.2,21.1,core,rotten center`,no,1,57,,,57,,,
8/31/11,Gerstle River,GR-1,BC,overcast,2,BENE,3,50,41,28.8,core,good,no,2,64,63,,63.5,,not sure about pith,
8/31/11,Gerstle River,GR-1,BC,overcast,2,BENE,4,50,19.2,15.8,core,good,no,2,51,53,,52,,"counted, but not sure about pith",didn't count all the way to pith on first count
8/31/11,Gerstle River,GR-1,BC,overcast,2,BENE,5,50,34.5,23.1,core,good,no,2,49,48,,48.5,,way off pith,
8/31/11,Gerstle River,GR-1,BC,overcast,3,PIMA,1,20,16.4,12,core,good,no,1,51,,,51,,,
8/31/11,Gerstle River,GR-1,BC,overcast,3,PIMA,2,20,9.3,6.6,core,good,no,1,54,,,54,,,
8/31/11,Gerstle River,GR-1,BC,overcast,3,PIMA,3,20,17,12.3,core,good,no,1,55,,,55,,,
8/31/11,Gerstle River,GR-1,BC,overcast,3,PIMA,4,20,11.2,8.7,core,good,no,1,45,,,45,,,
8/31/11,Gerstle River,GR-1,BC,overcast,3,PIMA,5,20,13.2,9.9,core,good,no,1,50,,,50,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,1,15,1.5,<DBH,cookie,good,no,2,26,28,,27,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,2,15,1.9,<DBH,cookie,good,no,2,30,28,,29,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,3,15,3.1,<DBH,cookie,good,no,2,46,46,,46,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,4,15,2.7,<DBH,cookie,good,no,2,41,43,,42,,,
8/31/11,Gerstle River,GR-1,BC,overcast,4,PIMA,5,15,2.2,<DBH,cookie,good,no,2,36,37,,36.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,1,20,14.9,10.6,core,good,no,2,44,43,,43.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,2,25,12.8,8.3,core,good,no,2,32,33,,32.5,,few years off pith,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,3,25,16.2,12.1,core,good,no,2,41,42,,41.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,4,25,24,15.1,core,good,no,2,55,55,,55,,,
8/31/11,Gerstle River,GR-10,BC,sunny,1,PIMA,5,25,14.5,10.1,core,good,no,2,36,33,,34.5,,few years off pith,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,1,75,35.2,31.2,core,good,no,1,44,,,44,,no idea where pith is,count is an estimate
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,2,75,24.5,24.7,core,good,no,0,,,,#DIV/0!,,no idea where pith is,TRASH
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,3,60,11.4,8.4,core,good,no,2,22,24,,23,,few years off pith,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,4,60,30.2,34.2,core,good,no,2,47,48,,47.5,swollen at middle,best of this cohort!,
8/31/11,Gerstle River,GR-10,BC,sunny,2,BENE,5,25,17.4,13.2,core,good,no,2,49,51,,50,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,1,25,2.6,<DBH,cookie,good,no,2,42,44,,43,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,2,25,1.8,<DBH,cookie,good,no,2,38,39,,38.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,3,25,3,<DBH,cookie,good,no,2,37,38,,37.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,4,25,3.2,<DBH,cookie,good,no,2,33,34,,33.5,,,
8/31/11,Gerstle River,GR-10,BC,sunny,3,PIMA,5,25,2.5,<DBH,cookie,good,no,2,40,38,,39,,,
8/31/11,Gerstle River,GR-10,BC,sunny,4,CBSNBC,1,25,8,8,cookie,good,no,2,39,39,,39,,,
8/31/11,Gerstle River,GR-10,BC,sunny,4,CBSNBC,2,25,5.1,8,cookie,good,no,2,38,38,,38,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,1,30,20.1,17,core,good,no,0,,,,#DIV/0!,,can't find pith,TRASH
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,2,30,19,17.5,core,good,no,2,47,50,,48.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,3,20,23.3,20.9,core,good,no,2,59,58,,58.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,4,30,23.9,21.7,core,good,no,0,,,,#DIV/0!,,cracked at pith,TRASH
8/31/11,Gerstle River,GR-2,BC,overcast,1,POTR,5,30,17.7,14.4,core,good,no,2,57,59,,58,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,1,30,27.2,19.3,core,good,no,2,51,50,,50.5,,hard to read,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,2,30,27.2,18.7,core,good,no,2,60,60,,60,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,3,30,24.6,15.7,core,good,no,2,57,58,,57.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,4,30,27.5,19.2,core,good,no,2,35,38,,36.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,2,BENE,5,30,22.8,16.1,core,good,no,2,57,56,,56.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,1,15,9,7.1,core,good,no,2,41,44,,42.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,2,15,6,4.3,core,good,no,2,35,33,,34,,,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,3,15,9.3,5.8,core,good,no,2,30,31,,30.5,,few years off pith,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,4,15,5.9,3.4,core,good,no,2,28,31,,29.5,,few years off pith,
8/31/11,Gerstle River,GR-2,BC,overcast,3,PICEASP,5,15,7,5.2,core,good,no,2,52,53,,52.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,1,10,1.5,<DBH,cookie,good,no,2,25,24,,24.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,2,10,2.1,<DBH,cookie,good,no,2,40,39,,39.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,3,10,1.5,<DBH,cookie,good,no,2,26,27,,26.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,4,10,1,<DBH,cookie,good,no,2,25,26,,25.5,,,
8/31/11,Gerstle River,GR-2,BC,overcast,4,PICEASP,5,10,1.6,<DBH,cookie,good,no,2,30,33,,31.5,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,1,20,15.9,12.3,core,good,no,2,45,44,,44.5,,few years off pith,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,2,20,18.8,13.3,core,rotten pith,no,1,49,,,49,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,3,30,22.2,16.6,core,pretty rotten,no,0,,,,#DIV/0!,,,missing core
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,4,20,14.7,11.6,core,good,no,1,51,,,51,,,
8/30/11,Gerstle River,GR-3,BC,sunny,1,POTR,5,20,13.8,10.9,core,good,no,1,52,,,52,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,1,20,31.2,23,core,good,no,0,,,,#DIV/0!,,can't tell where pith is,TRASH
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,2,25,23.7,16.2,core,good,no,2,57,57,,57,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,3,25,22.3,14.8,core,good,no,1,61,,,61,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,4,20,19.1,14,core,good,no,1,60,,,60,,,
8/30/11,Gerstle River,GR-3,BC,sunny,2,BENE,5,25,19.6,14.1,core,good,no,0,,,,#DIV/0!,,,missing
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,1,15,8.8,5.4,core,good,no,1,46,,,46,,weird scar at pith,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,2,15,10.2,6.3,core,good,no,1,33,,,33,,way off pith,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,3,15,7.1,4.1,core,good,no,1,43,,,43,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,4,20,11.9,8.7,core,good,no,1,49,,,49,,,
8/30/11,Gerstle River,GR-3,BC,sunny,3,PIMA,5,20,10.7,7.9,core,good,no,1,39,,,39,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,1,10,2.1,<DBH,cookie,good,no,1,30,,,30,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,2,10,2.9,<DBH,cookie,good,no,2,33,31,,32,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,3,10,1.8,<DBH,cookie,good,no,1,26,,,26,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,4,10,1.5,<DBH,cookie,good,no,1,28,,,28,,,
8/30/11,Gerstle River,GR-3,BC,sunny,4,PIMA,5,10,1.5,<DBH,cookie,good,no,1,25,,,25,,,
8/30/11,Gerstle River,GR-3,BC,sunny,5,CBSNBC,1,10,7.4,UNK,cookie,outer rings charred,,2,75,79,,77,,,
8/30/11,Gerstle River,GR-4,BC,sunny,0,PICEASP,1,UNK,UNK,UNK,core,good,no,2,45,44,,44.5,"Big picea by plot, not really in a cohort, survived fire?","can't see bark, might be incomplete?",
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,1,25,29.4,22.7,core,good,no,1,45,,,45,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,2,25,24.8,19.8,core,good,no,1,46,,,46,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,3,30,36.1,27.5,core,good,no,1,36,,,36,,"in POTR cohort, but really a PIGL",WAY off pith
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,4,25,24.2,17.1,core,good,no,2,44,43,,43.5,,,
8/30/11,Gerstle River,GR-4,BC,sunny,1,POTR,5,25,22.2,19.9,core,good,no,2,53,52,,52.5,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,1,30,32.2,24.4,core,good,no,1,50,,,50,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,2,30,31,24.1,core,good,no,1,53,,,53,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,3,30,25,22.3,core,good,no,0,,,,#DIV/0!,,can't see pith,TRASH
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,4,30,34.4,24.9,core,good,no,1,54,,,54,,,
8/30/11,Gerstle River,GR-4,BC,sunny,2,BENE,5,30,25.2,18.2,core,good,no,1,50,,,50,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,1,10,7.9,5.4,core,good,no,2,51,54,,52.5,,really good pith,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,2,10,7.7,5.8,core,good,no,2,44,44,,44,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,3,15,8.8,5.2,core,good,no,1,45,,,45,,,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,4,15,14.1,9.5,core,good,no,2,31,32,,31.5,,way off pith,
8/30/11,Gerstle River,GR-4,BC,sunny,3,PIGL,5,15,7.2,4.8,core,good,no,1,,,,#DIV/0!,,"counted, but really weird, put in recount box",TRASH
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,1,7,1.1,<DBH,cookie,good,no,2,20,21,,20.5,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,2,7,1.2,<DBH,cookie,good,no,2,20,21,,20.5,,,must have counted stuff that wasn't rings first time
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,3,7,1.1,<DBH,cookie,good,no,2,21,22,,21.5,,,
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,4,7,2.4,<DBH,cookie,good,no,2,24,26,,25,,,must have counted stuff that wasn't rings first time
8/30/11,Gerstle River,GR-4,BC,sunny,4,PICEASP,5,7,1.1,<DBH,cookie,good,no,1,20,,,20,,,
8/30/11,Gerstle River,GR-4,BC,sunny,5,CBSNBC,1,7,5.7,UNK,cookie,good,no,2,143,141,,142,,,
8/30/11,Gerstle River,GR-4,BC,sunny,5,CBSNBC,2,7,11.2,UNK,cookie,good,no,2,176,176,,176,,way bigger than #1,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,1,15,17,14.5,core,good,no,3,60,55,57,57.33333333,,"longer than others, good pith",
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,2,15,20.6,16,core,good,no,1,44,,,44,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,3,20,18,15.2,core,good,no,1,41,,,41,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,4,20,16.4,14.5,core,rotten pith,no,2,42,40,,41,,,
8/30/11,Gerstle River,GR-5,BC,sunny,1,POTR,5,15,11,9.5,core,good,no,2,42,41,,41.5,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,1,10,7.3,4.4,core,good,no,2,35,36,,35.5,,few years off pith,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,2,10,8.4,5.4,core,good,no,1,30,,,30,,want to trash… no pith!,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,3,10,7.3,3.1,core,good,no,2,42,41,,41.5,,,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,4,10,12.3,7.5,core,good,no,2,50,50,,50,,way bigger than others,
8/30/11,Gerstle River,GR-5,BC,sunny,2,PICEASP,5,15,9.9,7.1,core,good,no,2,45,43,,44,,,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,1,10,4.3,0.5,cookie,good,no,2,45,42,,43.5,,REALLY moldy,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,2,10,1.6,<DBH,cookie,good,no,2,25,27,,26,,REALLY moldy,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,3,10,3.1,0.6,cookie,good,no,2,47,44,,45.5,,REALLY moldy,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,4,10,1.7,0.7,cookie,good,no,2,40,38,,39,,REALLY moldy,
8/30/11,Gerstle River,GR-5,BC,sunny,3,PICEASP,5,10,2.1,1,cookie,good,no,2,23,25,,24,,REALLY moldy,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,1,25,20.8,15.8,core,center rotten,no,2,56,53,,54.5,,very rotten core,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,2,20,19.9,13.3,core,good,no,2,51,51,,51,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,3,20,14.4,10.7,core,good,no,2,56,56,,56,,,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,4,20,21.3,14.9,core,good,no,2,51,52,,51.5,,really hard to read,
8/30/11,Gerstle River,GR-6,BC,sunny,1,BENE,5,20,21.9,16.1,core,good,no,2,48,50,,49,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,1,15,11.8,7.8,core,good,no,3,52,53,52,52.33333333,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,2,15,13.5,unk,core,good,no,2,45,46,,45.5,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,3,15,8.8,unk,core,good,no,3,42,37,37,38.66666667,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,4,15,12,unk,core,good ,no,3,48,51,51,50,,,
8/30/11,Gerstle River,GR-6,BC,sunny,2,PICEASP,5,15,12,unk,core,good,no,2,40,43,,41.5,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,1,10,2.9,<DBH,cookie,good,no,1,37,,,37,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,2,10,1.6,<DBH,cookie,good,no,1,41,,,41,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,3,10,1.3,<DBH,cookie,good,no,1,38,,,38,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,4,10,1.2,<DBH,cookie,good,no,1,23,,,23,,,
8/30/11,Gerstle River,GR-6,BC,sunny,3,PICEASP,5,10,1.5,<DBH,cookie,good,no,1,38,,,38,,,
8/30/11,Gerstle River,GR-6,BC,sunny,5,CBSNBC,1,10,6,unk,cookie,edge a little rotten/moldy- hard to read last rings,no,2,48,50,,49,,labeled C4 inJ2X,
8/30/11,Gerstle River,GR-6,BC,sunny,5,CBSNBC,2,10,5.8,unk,cookie,edge a little rotten/moldy- hard to read last rings,no,2,73,73,,73,,labeled C4 inJ2X,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,1,10,10.7,7.8,core,good,no,2,41,41,,41,,,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,2,20,21.2,17,core,good,no,2,74,74,,74,,much older than rest,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,3,10,13.2,11.3,core,good,no,2,64,65,,64.5,,"good, much older than rest",
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,4,10,9.4,6.9,core,good,no,2,46,44,,45,,good,
8/29/11,Gerstle River,GR-7,BC,sunny,1,PIMA,5,10,10.6,6.9,core,good,no,2,40,39,,39.5,,far off pith,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,1,10,5.9,3.2,core,good,no,2,42,40,,41,,,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,2,10,13.3,8.8,core,good,no,2,28,28,,28,,way off pith,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,3,30,16.2,13,core,good,no,2,52,49,,50.5,larger than average tree,pith not good,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,4,15,9.8,6.7,core,good,no,2,34,35,,34.5,,far off pith,
8/29/11,Gerstle River,GR-7,BC,sunny,2,BENE,5,10,13.1,10.7,core,good,no,2,56,50,,53,,not certain about pith,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,1,10,2.1,<DBH,cookie,good,no,2,36,38,,37,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,2,10,2.2,<DBH,cookie,good,no,2,31,32,,31.5,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,3,10,2.8,<DBH,cookie,good,no,2,36,37,,36.5,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,4,10,1.9,<DBH,cookie,good,no,2,40,41,,40.5,,,
8/29/11,Gerstle River,GR-7,BC,sunny,3,PIMA,5,10,2.3,<DBH,cookie,good,no,2,39,40,,39.5,,,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,1,10,19.4,16.4,core,good,no,2,56,54,,55,,,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,2,10,17,14.3,core,good,no,2,41,43,,42,,way off pith,
8/29/11,Gerstle River,GR-7,BC,sunny,4,POTR,3,10,16.1,12.6,core,good,no,2,53,51,,52,,can see any rings!,count is an estimate
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,1,40,8.3,5.9,core,good,no,1,46,,,46,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,2,40,8.6,5.9,core,good,no,1,40,,,40,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,3,35,6.4,3.8,core,good,no,1,36,,,36,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,4,50,5.1,3.6,core,good,no,1,42,,,42,,,
8/29/11,Gerstle River,GR-8,BC,sunny,1,PIMA,5,50,5.8,3.6,core,good,no,1,55,,,55,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,1,40,5.9,3.4,core,good,no,2,48,48,,48,,,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,2,30,6.1,5.1,core,good,no,2,34,31,,32.5,,weird scar,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,3,50,8,6.1,core,good,no,2,56,55,,55.5,,clearer than average birch rings,
8/29/11,Gerstle River,GR-8,BC,sunny,2,BENE,4,45,6.3,5.1,core,good,no,2,42,43,,42.5,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,1,45,2.4,<DBH,cookie,good,no,1,48,,,48,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,2,45,2,<DBH,cookie,good,no,2,49,48,,48.5,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,3,40,2.3,<DBH,cookie,good,no,1,45,,,45,,pith stretched out-not a flat cookie,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,4,35,3.1,<DBH,cookie,good,no,1,50,,,50,,,
8/29/11,Gerstle River,GR-8,BC,sunny,3,PIMA,5,40,2.5,<DBH,cookie,good,no,2,45,46,,45.5,,,
8/29/11,Gerstle River,GR-8,BC,sunny,4,CBSNBC,1,40,3.5,6,cookie,good,no,2,82,74,,78,,,should recount
8/29/11,Gerstle River,GR-8,BC,sunny,4,CBSNBC,2,40,5.7,6,cookie,rotten center,no,2,88,92,,90,,,should recount
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,1,75,8.7,6.3,core,good,no,3,41,38,38,39,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,2,75,17.1,12.9,core,good,no,3,61,61,62,61.33333333,,very nice,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,3,60,10.9,6.9,core,good,no,2,42,38,,40,,,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,4,60,9,6,core,good,no,2,40,38,,39,,hard to tell where pith is,
8/30/11,Gerstle River,GR-9,BC,sunny,1,BENE,5,60,16.2,12.7,core,good,no,2,49,54,,51.5,,"too rotten, had to stop before pith",
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,1,50,5.9,3.7,core,good,no,3,24,35,25,28,,far off pith,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,2,50,7.5,4.3,core,good,no,2,36,35,,35.5,,mounted upside down!,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,3,50,6.6,4.4,core,good,no,3,55,54,53,54,,,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,4,50,9.3,6.5,core,good,no,3,37,37,39,37.66666667,,far off pith,
8/30/11,Gerstle River,GR-9,BC,sunny,2,PIMA,5,50,9.2,5.8,core,good,no,3,49,48,49,48.66666667,,GREAT,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,1,50,2.4,<DBH,cookie,good,no,1,39,,,39,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,2,50,2.7,<DBH,cookie,good,no,1,39,,,39,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,3,50,2,<DBH,cookie,good,no,1,36,,,36,,slice not flat- pith stretched out,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,4,75,2.3,<DBH,cookie,good,no,1,36,,,36,,,
8/30/11,Gerstle River,GR-9,BC,sunny,3,PIMA,5,65,3.1,<DBH,cookie,good,no,1,42,,,42,,,
8/30/11,Gerstle River,GR-9,BC,sunny,4,CBSNBC,1,50,5,<DBH,cookie,good,no,2,150,153,,151.5,,,
8/30/11,Gerstle River,GR-9,BC,sunny,4,CBSNBC,2,50,7.7,<DBH,cookie,good,no,0,,,,#DIV/0!,,"super weird salix sp, not counted yet",
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,1,25,27.7,18.8,core,good,no,1,93,,,93,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,2,25,14,10.7,core,good,no,1,91,,,91,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,3,25,13.4,9,core,rot at pith,no,2,84,82,,83,,"rotten pith, maybe few years off true age",
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,4,30,19.6,14.1,core,good,no,1,98,,,98,,,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,1,PIMA,5,30,15.4,11,core,good,no,2,97,96,,96.5,,first count no good,
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,3,CBSNBC,1,20,10.2,8,cookie,good,no,3,107,117,105,109.6666667,,"too much rot to get consistant count (holes), so I'm going to use the largest count",
8/31/11,Gerstle River,GR-U1,BC,mostly cloudy,3,CBSNBC,2,20,8.9,8,cookie,good,no,3,88,95,95,92.66666667,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,1,7,5.1,3.9,core,good,no,1,40,,,40,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,2,9,8.4,6.4,core,good,no,1,42,,,42,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,3,10,6.7,5.1,core,good,no,1,45,,,45,,doesn't look like other PICEASP cores… looks more like a birch?,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,4,8,7.8,6.4,core,good,no,1,44,,,44,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,1,PIMA,5,12,11.5,8.2,core,good,no,1,40,,,40,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,1,11,13.5,10.7,core,good,no,2,51,50,,50.5,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,2,10,6.1,5.4,core,good,no,2,40,40,,40,,way off pith,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,3,16,9.8,8,core,good,no,1,40,,,40,,incomplete core,age is minimum age bc core ends before pith
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,4,10,8.5,7.5,core,good,no,2,44,45,,44.5,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,2,POTR,5,11,8.5,6.9,core,good,no,1,40,,,40,missing pith on mount?,incomplete core,age is minimum age bc core ends before pith
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,1,9,2.6,0.8,cookie,good,no,1,35,,,35,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,2,6,1.9,0.8,cookie,good,no,1,32,,,32,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,3,6,2.8,0.8,cookie,good,no,1,38,,,38,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,4,6,1.9,0.9,cookie,good,no,2,38,39,,38.5,,,
8/9/11,Murphy Dome,MD-1,JH BC CN,getting better,3,PIMA,5,6,1.9,0.8,cookie,good,no,1,32,,,32,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,1,10,5.9,5,core,good,no,2,32,33,,32.5,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,2,7,5,3.8,core,good,no,2,30,32,,31,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,3,15,10,7.6,core,good,no,2,41,41,,41,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,4,10,6.3,5.2,core,good,no,1,35,,,35,,,
8/9/11,Murphy Dome,MD-2,CN BC,nicer,1,PIMA,5,9,5,4.1,core,good,no,2,44,46,,45,,good!,
