Site,YearBurn,Transect,AgeClass,Subsection,Spp,Cat,TS,BD_cm,DBH_cm,Alive,Notes
GS,66,2,Int,20_40,SA,Dec,Shrub,1.3,,Y,
GS,66,2,Int,20_40,SA,Dec,Shrub,0.9,,Y,
GS,66,2,Int,20_40,SA,Dec,Shrub,1.4,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,1.4,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,20_40,SA,Dec,Shrub,1.1,,N,
GS,66,2,Int,20_40,SA,Dec,Shrub,1.7,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,2,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,0.7,,Y,
GS,66,2,Int,20_40,PM,Evg,Tree,,1.3,N,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.8,N,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.4,N,
GS,66,2,Int,40_60,PM,Evg,Tree,0.8,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,1.5,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,1,,N,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.7,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.4,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.4,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.8,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.5,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.7,N,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.3,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,2.3,,N,
GS,66,2,Int,40_60,SA,Dec,Shrub,2.7,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,2.8,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,1.6,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,2.5,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.6,N,
GS,66,2,Int,40_60,PM,Evg,Tree,2.3,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,2.9,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,2.8,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,1.3,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,2,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.3,N,
GS,66,2,Int,40_60,PM,Evg,Tree,1.5,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,3.1,,N,
GS,66,2,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,40_60,PM,Evg,Tree,,2.7,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.4,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,3.1,,N,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.4,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.3,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,1,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.8,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,0.4,,N,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.1,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.5,,Y,
GS,66,2,Int,40_60,SA,Dec,Shrub,1,,N,
GS,66,2,Int,40_60,SA,Dec,Shrub,1.7,,N,
GS,66,2,Int,60_80,PM,Evg,Tree,,0.9,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,2.4,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,,1.1,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,2.7,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,1.4,,Y,
GS,66,2,Int,60_80,SA,Dec,Shrub,1.9,,N,
GS,66,2,Int,60_80,PM,Evg,Tree,0.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,2.9,,N,
GS,66,2,Int,60_80,PM,Evg,Tree,1.1,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.5,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,1.1,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,2.1,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,1.1,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,0.6,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,1.1,,Y,
GS,66,2,Int,60_80,PM,Evg,Tree,,0.7,Y,
GS,66,2,Int,60_80,SA,Dec,Shrub,1.6,,N,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.2,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.1,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.7,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,0.8,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.3,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,0.9,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.6,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,0.6,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.1,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.9,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.9,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.8,,Y,
GS,66,2,Int,80_100,BN,Dec,Tree,2.2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.8,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,4.5,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,3,,N,
GS,66,2,Int,80_100,PM,Evg,Tree,2,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.4,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.6,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.1,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,0.8,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,2.1,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.4,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.4,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.1,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,0.9,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.3,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.7,,Y,
GS,66,2,Int,80_100,PM,Evg,Tree,1.5,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1.2,,Y,
GS,66,2,Int,80_100,SA,Dec,Shrub,1,,Y,
,,,Int,,,,,,,,
GS,66,3,Int,0_20,PM,Evg,Tree,3.2,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,2.8,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.8,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.7,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.8,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.95,N ,
GS,66,3,Int,0_20,PM,Evg,Tree,,4.9,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.05,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.25,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,4.2,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,2.1,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,6.6,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.7,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.8,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.7,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.5,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.6,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.7,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,3,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,0.5,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.1,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.3,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.9,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.6,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.5,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.9,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,2.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,2.4,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,0.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,0.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.3,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,5.4,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.4,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,6.3,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,2,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,5.3,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.7,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,3,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,4.3,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.9,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.1,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.8,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.3,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,0.4,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.1,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.9,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.4,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.4,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,4.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.7,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,4,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.7,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.6,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.1,Y,
GS,66,3,Int,0_20,PM ,Evg ,Tree ,,3,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,2.5,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.5,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,5.4,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.2,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.6,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.8,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.9,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,3.4,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.7,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.7,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.9,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,5.5,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.7,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.6,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.6,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.2,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.9,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.7,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.9,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.1,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,0.9,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,2.1,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.8,,N,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.5,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,2.3,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.8,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.7,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.9,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.8,N,
GS,66,3,Int,0_20,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.6,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.7,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.3,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.2,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.4,N,
GS,66,3,Int,0_20,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,1.8,,Y,
GS,66,3,Int,0_20,SA,Dec,Shrub,1.2,,N,
GS,66,3,Int,0_20,PM,Evg,Tree,,4.4,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,4.5,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.5,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.7,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,3.3,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,2.9,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.2,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.2,Y,
GS,66,3,Int,0_20,PM,Evg,Tree,,1.5,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.3,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,5.3,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.2,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.7,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.6,,N,
GS,66,3,Int,20_40,PM,Evg,Tree,0.3,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.8,,N,
GS,66,3,Int,20_40,PM,Evg,Tree,0.9,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,0.9,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.3,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,4.1,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,0.8,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.7,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,2.6,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.8,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.4,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,0.7,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.2,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.5,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.6,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.2,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.7,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.4,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.5,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,0.8,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.5,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.9,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,0.5,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,0.8,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.3,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.5,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.4,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,2.1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,0.6,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.2,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.5,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,20_40,PM,Evg,Tree,,6.4,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.8,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.4,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,2,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,2,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,3.2,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.2,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,4.1,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.8,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.8,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.6,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.7,,N,
GS,66,3,Int,20_40,PM,Evg,Tree,,3,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,3.8,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,2.1,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.7,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,3.3,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,0.8,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.3,,N,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.7,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,0.9,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,7,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,7.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,8.4,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,8.1,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,2.1,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,3.1,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.5,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,1.4,,Y,
GS,66,3,Int,20_40,SA,Dec,Shrub,0.6,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,5.8,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,1,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,2.7,,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.5,Y,
GS,66,3,Int,20_40,PM,Evg,Tree,,1.5,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,2.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.6,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,0.8,,N,
GS,66,3,Int,40_60,SA,Dec,Shrub,2.3,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,4.5,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,1.8,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,1.4,,N,
GS,66,3,Int,40_60,SA,Dec,Shrub,2.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.4,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,3.5,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,0.6,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,0.5,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,1.5,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,2.7,,N,
GS,66,3,Int,40_60,PM,Evg,Tree,1.6,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.1,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.6,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.8,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,2.2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.5,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.9,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.6,,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,2,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,1.4,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,2.8,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,0.5,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,1,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,0.5,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,,0.5,Y,
GS,66,3,Int,40_60,SA,Dec,Shrub,1.9,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.7,,Y,
GS,66,3,Int,40_60,PM,Evg,Tree,0.3,,Y,
